PeopleID	FullName	WikipediaURL	VIAFURL	KnowledgeNetwork	SocialNetwork	ProfessionalNetwork	ReligiousNetwork	Gender	Nationality
klopsfried005666	Friedrich Gottlieb Klopstock	http://en.wikipedia.org/wiki/Friedrich_Gottlieb_Klopstock	http://viaf.org/44312220/	Letters_Literary		Artist		Male	German
klupfemman023429	Emmanuel Christoffel Klüpffel			Letters_Literary			Clergy	Male	German
knaptjohn0025012	John Knapton		http://viaf.org/45105315/			Publishing		Male	English
knaptpaul0025013	Paul Knapton					Publishing		Male	English
knellgodfr005007	Sir Godfrey Kneller	http://en.wikipedia.org/wiki/Godfrey_Kneller	http://viaf.org/74127041/			Artist		Male	German
knighann00005008	Ann Knight							Female	English
knighhenri004310	Henrietta Knight, Lady Luxborough		http://viaf.org/66345272/	Letters_Literary	Elite	Artist		Female	English
knighjohn0005009	John Knight							Male	English
knighrober005359	Robert Knight		http://viaf.org/33714133/			Finance-banking		Male	English
knight0000005207	Captain — Knight							Male	Welsh
knoxhenry0002151	Henry Knox	http://en.wikipedia.org/wiki/Henry_Knox	http://viaf.org/17657529/	Political economy	Military, Government			Male	American
knoxwilli0024586	William Knox		http://viaf.org/64038543/	Letters_Literary	Government			Male	American
kochkonra0023428	Konrad Reinhard von Koch				Government			Male	German
koejohnh00002152	John Heide Koe					Maritime		Male	English
koejohnh00002153	John Herbert Koe		http://viaf.org/73411431/			Legal		Male	English
koeniamand023427	Amand Koenig					Publishing		Male	French
koesusan00003904	Susannah Chicheley Koe					Maritime		Female	English
kokhonikol003905	Nikolai Vasil'evich Kakhovskii							Male	Russian
kollyjeanp023426	Jean Pierre Kolly					Finance-banking		Male	Swiss
konigjohan002124	Johann Samuel König	http://en.wikipedia.org/wiki/Johann_Samuel_König	http://viaf.org/66494565/	Sciences_Mathematical		Academic		Male	Swiss
kretsfried025418	Friedrich Kretschmar			Sciences_Natural		Medical		Male	German
kunzlmarti023424	Martin Künzli		http://viaf.org/47154895/			Academic		Male	Swiss
l00000000x023894	L.			Letters_Literary		Cultural		Male	French
labatd0000024164	D. Labatte					Legal		Male	French
labatjeanl002187	Jean Louis Labat, baron de Grandcour				Government	Finance-banking		Male	Swiss
labaulouis001030	Louis César de La Baume Le Blanc, duc de La Vallière	http://en.wikipedia.org/wiki/Louis_César_de_La_Baume_Le_Blanc	http://viaf.org/41883842/	Letters_Literary, Collector	Military, Elite			Male	French
labbe00000024269	— Labbé				Government			Male	French
labearosev001032	Rose Victoire de La Beaumelle			Letters_Literary				Female	French
labintinna004124	chevalier de La Bintinnaye							Male	French?
lablejacqu023423	Jacques Lablée		http://viaf.org/2566670/	Letters_Literary, Political economy		Cultural		Male	French
laboncharl003634	Charles François de La Bonde, marquis d'Iberville				Government			Male	French
laborelisa001033	Elisabeth Josèphe Binet, baronne de Marchais				Elite			Female	French
laborjeanb001080	Jean Benjamin de Laborde		http://viaf.org/44320275/	Letters_Literary, Collector		Artist, Finance-banking		Male	French
laborjeanj001081	Jean Joseph de Laborde		http://viaf.org/294857211/			Finance-banking		Male	French
labormarie002172	Marie Françoise de Laborde Desmartres							Female	French
laboujeanp023422	Jean Pierre Jacques Auguste de Labouisse-Rochefort			Letters_Literary		Publishing		Male	French
labripierr001034	Pierre Arnaud de La Briffe, marquis de Ferrières				Government	Legal		Male	French
labrofrede023421	Frédéric Guillaume de La Broue			Letters_Religious			Clergy	Male	Dutch
labromarie001035	Marie Magdeleine Angélique de La Brousse, comtesse de Verteillac			Letters_Literary	Elite			Female	French
labussiere024653	Mlle — de La Bussière							Female	unknown
lacerrober002174	Roberto José de La Cerda, conde de Villalonga							Male	Spanish
lachaannef023276	Anne Françoise de La Chaise d'Aix, comtesse de Montaigu				Elite			Female	French
lachagerau001036	Géraud de La Chau			Letters_Literary, Letters_Antiquarian	Government	Cultural		Male	French
lachapelle023420	M. — La Chapelle							Male	French
lachaphili023249	Philippe de La Charlonnie, marquis de Nanclas				Military, Elite			Male	French
laclaantoi002190	Antoine Laclaverie					Trade-merchant, Maritime, Trade-merchant		Male	French
lacomfranc002191	François Lacombe			Letters_Literary, Letters_Antiquarian	Government			Male	French
lacomjacqu002192	Jacques Lacombe			Letters_Literary		Publishing		Male	French
laconcharl001037	Charles Marie de La Condamine	http://en.wikipedia.org/wiki/Charles_Marie_de_La_Condamine	http://viaf.org/14772060/	Sciences_Mathematical, Sciences	Military			Male	French
lacorcharl001038	Charles André de La Corée				Government			Male	French
lacosjeanh023419	Jean Henri Jacob La Coste						Clergy	Male	Swiss
lacour0000002175	Mme — de La Cour							Female	French
lacrepierr001082	Pierre Louis de Lacretelle	http://en.wikipedia.org/wiki/Jean_Charles_Dominique_de_Lacretelle	http://viaf.org/41880817/	Letters_Literary				Male	French
lacrojacqu023418	Jacques Vincent de La Croix			Letters_Literary		Legal, Cultural		Male	French
lacropierr001040	Pierre Firmin de La Croix		http://viaf.org/32051528/	Letters_Literary		Legal		Male	French
lacurjeanb001041	Jean Baptiste de La Curne de Sainte-Palaye			Letters_Literary, Letters_Antiquarian				Male	French
lacy000000024675	Mrs — Lacy					Artist		Female	English
lacywillo0005208	Willoughby Lacy		http://viaf.org/88476732/	Letters_Literary		Artist, Cultural		Male	English
ladouz0000002194	M. — Ladouz							Male	French
lafaretien001083	Étienne de Lafargue		http://viaf.org/10087547/	Letters_Literary, Letters		Legal		Male	French
lafayfranc023386	Françoise Hippolyte de La Faye, comtesse de La Tour Du Pin-Montauban							Female	French
laffrchris001085	Christophle de Laffrusse de Seynas				Government			Male	French
lafitanneg023230	Anne Gédéon Lafitte, marquis de Pelleport		http://viaf.org/76304029/					Male	French
lafitmarie023416	Marie Élisabeth de La Fite		http://viaf.org/54253278/	Letters_Literary		Domestic		Female	French
lafollouis001042	Louis Guillaume de La Follie			Letters_Literary, Sciences_Natural, Sciences				Male	French
lafonetien002176	Étienne La Font de Saint-Yenne			Letters_Literary				Male	French
lafontaine001043	— La Fontaine							Male	unknown
laforgilbe001734	Gilbert de La Forest, comte de La Forest-Divonne							Male	French
lafosjean0002195	Jean Lafosse				Government		Clergy	Male	French
lafreangel004457	Angélique Michèle Rosalie Jogues La Freté							Female	French
lagalantoi004451	Antoine Chaumont de La Galaizière		http://viaf.org/7381930/		Government	Legal		Male	French
lagarnicol004452	Nicolas de Delay de La Garde							Male	French
lagetguill023415	Guillaume Laget		http://viaf.org/210064073/				Clergy	Male	Swiss
lagros0000024543	M. — Lagros					Trade-merchant		Male	French
laharjeanf001044	Jean François de La Harpe	http://en.wikipedia.org/wiki/Jean-François_de_La_Harpe	http://viaf.org/13119/	Letters_Literary				Male	French
laharmarie001045	Marie Marthe de La Harpe			Letters_Literary				Female	French
lahogjacqu024550	Jacques Gilbert de La Hogue					Publishing		Male	French
lahuerinie024162	François Robichon de La Guérinière		http://viaf.org/17224955/			Artisan		Male	French
lairdofhow025733	Laird of Howhill							Male	Scottish
lajoncleme001046	Clément de Taffanel, marquis de La Jonquière			Letters_Literary	Military	Maritime		Male	French
lakanjosep023933	Joseph Lakanal	http://en.wikipedia.org/wiki/Joseph_Lakanal	http://viaf.org/56688827/	Political economy		Academic		Male	French
lakegerar0005209	Gerard Lake, 1st Viscount Lake of Delhi							Male	English
lakejohn00000439	John Lake, bishop of Sodor and Man						Clergy	Male	English
lalangeorg002196	Georges Lalance				Government			Male	French
laleuguill001086	Guillaume Claude de Laleu					Legal		Male	French
laliahenri023413	Henri Laliaud					Trade-merchant, Medical		Male	French
lalivadela002197	Adelaïde Edmée Lalive de La Briche		http://viaf.org/28222576/					Female	French
lalivangel023412	Ange Laurent Lalive de Jully		http://viaf.org/29806392/	Collector				Male	French
lalivdenis002177	Denis Joseph La Live, marquis d'Épinay				Government	Finance-banking		Male	French
lalivelisa022972	Élisabeth Françoise Sophie de La Live de Bellegarde, comtesse d'Houdetot		http://viaf.org/64772846/	Letters_Literary, Letters	Elite	Artist		Female	French
lalivlouis000810	Louise Florence Pétronille La Live, marquise d'Épinay	http://en.wikipedia.org/wiki/Louise_d'Épinay	http://viaf.org/51720337/	Letters_Literary	Elite			Female	French
lalivlouis024341	Louis Joseph La Live, marquis d'Épinay			Letters_Literary	Military, Government	Cultural		Male	Swiss
lallelouis004488	Louis François Lallemant, comte de Lévignen				Government			Male	French
lallytroph001087	Trophime Gérard de Lally-Tolendal			Letters_Literary, Political economy	Elite	Cultural		Male	French
laluzcesar024296	César Henri de La Luzerne, comte de La Luzerne	http://en.wikipedia.org/wiki/César_Henri,_comte_de_La_Luzerne	http://viaf.org/49357229/					Male	French
lamanjosep023411	Joseph Lamande			Letters_Literary				Male	Swiss
lamarche00025509	M. — La Marche			Sciences_Natural				Male	French
lamarre000002178	abbé — de La Marre		http://viaf.org/225735711/	Letters_Literary		Cultural		Male	French
lambaaime0001088	Aimé de Lamballe						Clergy	Male	Belgian
lambcarol0024667	Lady Caroline Lamb		http://viaf.org/76413276/	Letters_Literary		Artist		Female	English
lambecharl023408	Charles Lambert		http://viaf.org/29544130/	Political economy				Male	French
lambeclaud001089	Claude François de Lambert d'Angeville, baron d'Allonzier				Elite			Male	French
lambejames002202	James Lambert					Legal		Male	English
lambejeanf023407	Jean François Lambert					Finance-banking		Male	French
lambemarie023406	Marie Lambert				Elite			Female	Swiss
lambemaxim002510	Graf Maximilian Josef von Lamberg		http://viaf.org/9837764/		Elite			Male	German
lambemiche002203	Michel Lambert					Publishing		Male	French
lambertamp002201	Lambert &amp; Lemercier					Publishing		Group	French
lambgeorg0005210	Hon. George Lamb			Letters_Literary		Artist, Cultural		Male	English
lamborene0024056	René Lambot					Legal		Male	French
lamery0000002198	— Laméry							Male	unknown
lameyandre024549	Andreas Lamey		http://viaf.org/20437134/					Male	Swiss
lamicjeanb001048	Jean Baptiste François de La Michodière		http://viaf.org/49280221/	Political economy, Political economy, Sciences	Government	Legal		Male	French
lamiral000025765	— Lamiral							Male	French
lamoichret001090	Chrétien Guillaume de Lamoignon de Malesherbes	http://en.wikipedia.org/wiki/Guillaume-Chrétien_de_Lamoignon_de_Malesherbes	http://viaf.org/73870973/		Government			Male	French
lamoiguill004607	Guillaume de Lamoignon de Malesherbes	http://en.wikipedia.org/wiki/Guillaume_de_Lamoignon_de_Blancmesnil	http://viaf.org/84162644/			Legal		Male	French
lamoiguill024174	Guillaume de Lamoignon de Blancmesnil	http://en.wikipedia.org/wiki/Guillaume_de_Lamoignon_de_Blancmesnil	http://viaf.org/84162644/					Male	French
lamonetien001049	Étienne de La Montagne			Letters_Literary, Sciences_Medicine		Medical		Male	French
lamontaign002179	— La Montaigne							Male	French?
lamotfranc024307	François Pierre de La Motte-Baracé, marquis de Senonnes				Military, Elite			Male	French
lamotjosep001050	Joseph Augustin Prosper de La Motte-Geffrard				Military			Male	French
lamoulinie004553	M. — de La Moulinière							Male	French
lanatfranc025424	Rev. Francesco Lana Terzi			Sciences		Academic	Catholic_Jesuit	Male	Italian
lancajosep002204	Joseph Lancaster	http://en.wikipedia.org/wiki/Joseph_Lancaster	http://viaf.org/51823093/			Academic		Male	English
landrfranc024157	François Louis Landry					Artisan		Male	French
lanearthu0004801	Arthur Lane			Letters_Literary		Academic		Male	English
lanejosep0004802	Joseph Lane				Government	Legal		Male	English
lanethoma0003909	Thomas Lane					Legal		Male	English
laneula000023417	La *** de La Neuville							Male	unknown
laneuville000009	Jean Charlotte de Viart d'Attigneville, comtesse de La Neuville				Elite			Female	French
lanfrfranc002206	Francesco Antonio Lanfranchi, conte di Ronsecco				Government	Legal		Male	Italian
langdjohn0002207	John Langdon	http://en.wikipedia.org/wiki/John_Langdon	http://viaf.org/43255701/		Government	Trade-merchant		Male	American
langdwoodb024640	Woodbury Langdon				Government	Trade-merchant, Legal		Male	American
langecharl001092	Charles Benjamin de Langes de Montmirail, baron de Lubières			Letters_Antiquarian	Elite			Male	French
langejohan025746	Johann Langen			Letters_Literary, Sciences_Natural		Medical		Male	German
langfarthu005519	Sir Arthur Langford							Male	Irish
langhelias024925	Elias Langham					Other		Male	American
langhjames025486	Sir James Langham, baronet			Sciences_Natural	Elite			Male	English
langllc000024022	L. C. Langlaz					Legal		Male	French
langlmargu023402	Marguerite Julienne Langlois de Courcelles							Female	French
langtbenne004097	Bennet Langton							Male	English
langujeanj002209	Jean Joseph Languet de La Villeneuve de Gergy, archevêque de Sens	http://en.wikipedia.org/wiki/Jean-Joseph_Languet_de_Gergy	http://viaf.org/89176995/	Letters_Literary, Letters_Religious			Clergy	Male	French
lannopierr002830	Pierre de Lannoy, comte de Lannoy							Male	French?
lantmathe0005011	Mathew Lant				Government	Legal		Male	Scottish
laperouse0003635	Giuseppe Piccone, conte della Perosa							Male	Italian
lapierre00024543	abbé — de La Pierre						Clergy	Male	French
lapimpierr023102	Pierre Joseph Lapimpie, chevalier de Solignac			Letters_Literary	Elite, Government			Male	French
laplajeanm002180	Jean Marie Roland, vicomte de La Platière	http://en.wikipedia.org/wiki/Jean-Marie_Roland,_vicomte_de_la_Platière	http://viaf.org/46800495/	Political economy	Elite, Government			Male	French
laplapierr001051	Pierre Antoine de La Place		http://viaf.org/29543734/	Letters_Literary		Cultural		Male	French
laponce000001052	Mathieu Pierre de La Ponce de Venon				Government			Male	French
laporfranc023552	François Jean Gabriel de La Porte Du Theil	http://en.wikipedia.org/wiki/Gabriel_de_La_Porte_du_Theil	http://viaf.org/54234942/	Letters_Antiquarian				Male	French
laporjeang023551	Jean Gabriel La Porte Du Theil							Male	French
laporjeanj023400	Jean Jacques Laporte					Medical		Male	French
laporjosep001054	Joseph de La Porte		http://viaf.org/29536176/	Letters_Literary		Cultural		Male	French
laporlesco024430	les commis du bureau de Jean Gabriel La Porte Du Theil							Group	French
lapreverie002181	— La Préverie							Male	French?
larchjeanc001094	Jean Chrysostome de Larcher, comte de La Touraille		http://viaf.org/122375500/	Letters_Literary	Elite, Court			Male	French
larivaugus025104	Auguste Arthur de La Rive		http://viaf.org/95149993/			Academic		Male	Swiss
larivmary0005340	Mary De La Rivière Manley			Letters_Literary		Artist		Female	English
larivpaulp004453	Paul Pierre Le Mercier de La Rivière		http://viaf.org/31999036/					Male	French
larlajeana001096	Jean Anne Vincent de Larlan de Kercadio, comte de Rochefort							Male	French
larocfranc004020	François Frédéric de La Rochefoucauld, duc de La Rochefoucauld-Liancourt			Political economy				Male	French
laroche000023398	Mme — La Roche					Domestic		Female	French
larocjeanp001055	Jean Pierre Louis de La Roche Du Maine, marquis de Luchet		http://viaf.org/61555838/	Letters_Literary	Elite, Military			Male	French
laroclouis001056	Louis Marie Auguste de La Rochebaron, duc d'Aumont				Elite			Male	French
larocmarie001057	Marie Louise Nicole Élisabeth de La Rochefoucauld, duchesse d'Anville		http://viaf.org/2154640/		Elite			Female	French
larocmarie023396	Marie Sophie von La Roche	http://en.wikipedia.org/wiki/Sophie_von_La_Roche	http://viaf.org/36932939/	Letters_Literary	Elite	Artist		Female	German
larocmiche025637	Michel de La Roche			Letters_Literary		Cultural		Male	French
larocpierr023395	Pierre Guy de La Roche							Male	Swiss
laronciere001058	— La Roncière							Male	unknown
laroqantoi001059	Antoine de La Roque		http://viaf.org/941368/	Letters_Literary, Collector		Cultural		Male	French
laruepiete001061	Pieter de La Ruë		http://viaf.org/29523468/	Letters_Literary				Male	Dutch
lassafranc001097	François de Lassalle-Cézeaux				Military, Government			Male	French
lassere000002210	— Lasséré							Male	unknown
lassesimon023392	Simon Lasseux							Male	French
lastecharl004017	Charles Philibert de Lasteyrie, comte de Lasteyrie		http://viaf.org/41889451/			Academic		Male	French
lastifranc023391	François de Lastic, comte de Lastic				Military, Elite			Male	French
lataicharl023390	Charlotte de La Taille							Female	French
lataslouis001062	Louis Bernard de La Taste, évêque de Bethléem			Letters_Religious			Clergy	Male	French
latouannem001066	Anne Madeleine Louise de La Tour du Pin, baronne d'Argental				Elite			Female	French
latoubeatf001070	Béat Fidèle Antoine Jean Dominique de La Tour-Châtillon, baron de Zurlauben			Letters_Literary	Military			Male	Swiss
latoucharl001063	Charles Nicolas de La Touche				Military, Government			Male	French
latoucharl023387	Charles François Lucrétius Henry de La Tour Du Pin, comte de La Tour Du Pin-Montauban							Male	French
latoufranc001067	Françoise Louise Eléonore de La Tour, baronne de Warens		http://viaf.org/224431221/			Trade-merchant		Female	Swiss
latougodef001064	Godefroy Charles Henri de La Tour d'Auvergne, duc de Bouillon				Government, Elite, Military			Male	French
latouhenri002182	Cardinal Henri Oswald de La Tour d'Auvergne				Elite		Clergy	Male	French
latoumarie001065	Marie Sophie de La Tour d'Auvergne, princesse de Beauvau-Craon				Elite, Government			Female	French
latoumauri001068	Maurice Quentin de La Tour	http://en.wikipedia.org/wiki/Maurice_Quentin_de_La_Tour	http://viaf.org/49488081/			Artist		Male	French
latousimon001069	Simon de La Tour		http://viaf.org/185987209/		Court	Academic	Clergy	Male	French
latrahenri023385	Henri Nicolas Latran				Government			Male	Belgian
latreclaud001073	Claude Amable François Robin de La Tremblaye				Military, Elite			Male	French
latrer0000004744	R. de La Treille					Academic		Male	French
lattagabri001029	Gabriel Charles de L'Attaignant			Letters_Literary		Artist		Male	French
laughjohn0025666	Rev. John Laughton			Letters_Literary, Letters_Antiquarian, Collector		Cultural		Male	English
laujopierr002211	Pierre Laujon	http://en.wikipedia.org/wiki/Pierre_Laujon	http://viaf.org/14779178/	Letters_Literary	Government	Artist		Male	French
laulapierr002212	Pierre Laulanie de Sudrat			Letters_Literary, Collector		Legal		Male	French
launaemman023746	Emmanuel Henri Louis Alexandre de Launay, comte d'Antraigues		http://viaf.org/17277689/					Male	French
launajean0024641	Jean de Launay			Letters_Religious				Male	French
launarenej001098	René Jourdan de Launay				Military			Male	French
launay0000024142	M. — de Launay			Letters_Literary		Cultural		Male	French
launegideo025439	Gideon de Laune		http://viaf.org/35964076/			Medical		Male	French
laurecharl023990	Charles Bernard Laurent					Legal		Male	French
laureetien002213	Étienne Lauréault de Foncemagne	http://en.wikipedia.org/wiki/Étienne_Lauréault_de_Foncemagne	http://viaf.org/7381775/	Letters_Antiquarian			Clergy	Male	French
laurefrenc002215	French Laurence	http://en.wikipedia.org/wiki/French_Laurence	http://viaf.org/76673155/		Government	Legal		Male	English
laurejeanb002073	Jean Baptiste Espérance de Laurencin de Chanzé, comte de Laurencin			Letters_Literary	Military	Artist		Male	French
laurepierr002216	Pierre Joseph Laurent, marquis de Villedeuil				Elite, Government	Other, Finance-banking		Male	French
lauresdegi002214	chevalier de Laurès de Gignac				Military, Elite			Male	French?
lausdlouis024318	Louis de Laus de Boissy			Letters_Literary				Male	French
lavaijeann002221	Jeanne Marie Lavaysse							Female	French
lavatjohan023383	Johann Caspar Lavater	http://en.wikipedia.org/wiki/Johann_Kaspar_Lavater	http://viaf.org/27067242/	Letters_Philosophical, Letters_Antiquarian				Male	Swiss
lavauetien024306	Étienne Ambroise Lavaux				Government			Male	French
lavaydavid002222	David Lavaysse					Legal		Male	French
lavayfranc002223	François Alexandre Gaubert Lavaysse					Legal		Male	French
lavercathe001075	Catherine de La Verpillère				Elite			Female	French
lavercharl024003	Charles Élisabeth de La Vergée							Male	French
lavercleme001101	Clément Charles François de Laverdy	http://en.wikipedia.org/wiki/Clément_Charles_François_de_Laverdy	http://viaf.org/41956030/		Elite, Government			Male	French
lavergnefr002224	Lavergne Frères					Finance-banking		Group	French
laverlouis001074	Louis Élisabeth de La Vergne, comte de Tressan	http://en.wikipedia.org/wiki/Louis-Élisabeth_de_La_Vergne_de_Tressan	http://viaf.org/7425031/	Letters_Antiquarian	Military			Male	French
lavieclair023137	Claire Marie de La Vieuville, marquise de Saint-Chamond			Letters_Literary				Female	French
lavildesir001076	Désiré René de La Villéon							Male	French?
laviljeani001078	Jean Ignace de La Ville, évêque de Tricomie						Clergy	Male	French
lavirlouis001079	Louis Anne de La Virotte		http://viaf.org/76668079/	Letters_Literary, Sciences_Medicine		Cultural, Medical		Male	French
lawjohn000005360	John Law	http://en.wikipedia.org/wiki/John_Law_(economist)	http://viaf.org/14836706/			Finance-banking		Male	Scottish
lawrethoma017240	Thomas Lawrence	http://en.wikipedia.org/wiki/Thomas_Lawrence	http://viaf.org/59122598/			Artist		Male	English
lawrewilli003912	William Effingham Lawrence				Elite, Government	Trade-merchant		Male	English
lawricha00024629	Richard Law	http://en.wikipedia.org/wiki/Richard_Law_(judge)	http://viaf.org/78040931/		Government	Legal		Male	American
lawthoma00003911	Thomas Law		http://viaf.org/53157628/	Letters_Literary, Political economy				Male	English
laynghenry024383	Henry Layng			Letters_Literary			Clergy	Male	English
laytohenry004803	Henry Layton	http://en.wikipedia.org/wiki/Henry_Layton	http://viaf.org/53120649/	Letters_Religious				Male	English
leakejames005094	James Leake					Publishing		Male	English
lebaillif0002226	— Le Baillif							Male	French
lebasjacqu002227	Jacques Philippe Le Bas	http://en.wikipedia.org/wiki/Jacques-Philippe_Le_Bas	http://viaf.org/66555885/			Artist		Male	French
lebauantoi002228	Antoine Jean Gabriel Le Bault				Government	Legal		Male	French
lebeaaugus002291	Augustin Théodore Vincent Lebeau de Schosne			Letters_Literary		Cultural		Male	French
lebegachil023381	Achille Guillaume Lebègue de Presle		http://viaf.org/49322652/	Letters_Literary, Sciences		Medical		Male	French
lebegachil024207	Achille Le Bègue					Legal		Male	French
leblajeanb002230	Jean Bernard Le Blanc	http://en.wikipedia.org/wiki/Jean-Bernard,_abbé_Le_Blanc	http://viaf.org/2512077/	Letters_Literary				Male	French
leblojean0023380	Jean Le Blond							Male	French
lebovberna002231	Bernard Le Bovier de Fontenelle	http://en.wikipedia.org/wiki/Bernard_le_Bovier_de_Fontenelle	http://viaf.org/99744686/	Letters_Literary, Letters_Philosophical		Artist		Male	French
lebrealexi002232	Alexis Jean Le Bret		http://viaf.org/44309062/	Letters_Literary		Cultural		Male	French
lebrijacqu002233	Jacques Le Brigant		http://viaf.org/7471040/	Letters_Antiquarian				Male	French
lebruponce001470	Ponce Denis Ecouchard Lebrun	http://en.wikipedia.org/wiki/Ponce_Denis_Écouchard_Lebrun	http://viaf.org/9857083/	Letters_Literary		Artist		Male	French
lecamfranc023378	François Claude Michel Benoît Le Camus de Néville							Male	French
lecamgabri023379	Gabriel Étienne Le Camus			Sciences	Government			Male	French
lecatclaud002235	Claude Nicolas Le Cat		http://viaf.org/34498275/	Letters		Medical		Male	French
lechalouis023376	Louise Le Chambrier							Female	Swiss
leclaandre024015	André François Le Clair							Male	French
leclecathe023382	Catherine Le Clerc de Fresne de La Verpillière							Female	French
leclecharl002238	Charles Jacques Le Clerc de Fresne, seigneur de La Verpillère				Military, Government			Male	French
leclecharl002292	Charles Antoine Leclerc de La Bruyère		http://viaf.org/79845492/	Letters_Literary		Artist		Male	French
lecleclaud002237	Claude Germain Le Clerc de Montmerci			Letters_Literary		Artist, Legal		Male	French
leclegeorg002293	Georges Louis Leclerc, comte de Buffon	http://en.wikipedia.org/wiki/Georges-Louis_Leclerc,_Comte_de_Buffon	http://viaf.org/36915547/	Letters_Literary, Sciences_Natural, Sciences				Male	French
leclejean0002239	Jean Le Clerc	http://en.wikipedia.org/wiki/Jean_Leclerc_(theologian)	http://viaf.org/49234977/	Letters_Literary, Letters_Religious		Cultural		Male	Swiss
leclelouis002241	Louis Claude Le Clerc							Male	French?
leclenicol002242	Nicolas Gabriel Le Clerc		http://viaf.org/22176743/	Letters_Literary, Letters		Medical		Male	French
lecoijeanl023375	Jean Louis Le Cointe, seigneur de Marcillac				Military			Male	French
lecomgaspa002243	Gaspard Le Compasseur Créqui-Monfort, marquis de Courtivron			Sciences_Mathematical, Sciences	Military, Elite			Male	French
lecomrene0024148	René Le Comte					Legal		Male	French
leconmarie023526	Marie Bonaventure Jean Joseph Augustin Le Conte de Nonant de Raray, chevalier de Flamanville				Military			Male	French
lecorpierr002244	Pierre Robert Le Cornier de Cideville	http://en.wikipedia.org/wiki/Pierre-Robert_Le_Cornier_de_Cideville	http://viaf.org/4763235/	Letters	Elite, Government	Legal		Male	French
lecorpierr002294	Pierre Jean Lecorvaisier		http://viaf.org/45923852/					Male	French
lecoujeanc023374	Jean Charles François Hyppolite Le Court							Male	French
lecourte00023373	M. — Le Courte							Male	unknown
ledanmarie023410	Marie Françoise Augustine Ursule Le Danois de Cernay, comtesse de La Marck				Elite			Female	French
ledetetien002296	Étienne Ledet &amp; Cie					Publishing		Group	Dutch
ledetetien002297	Étienne Ledet					Publishing		Male	Dutch
ledielouis003913	Louis Le Dieu			Letters_Literary		Legal		Male	French
leearthu00002299	Arthur Lee	http://en.wikipedia.org/wiki/Arthur_Lee_(diplomat)	http://viaf.org/17232714/					Male	American
leecharl00024643	Charles Lee	http://en.wikipedia.org/wiki/Charles_Lee_(Attorney_General)	http://viaf.org/65472738/		Government	Legal		Male	American
leechwilli002303	William Leechman		http://viaf.org/74003470/	Letters_Antiquarian		Academic		Male	Scottish
leefranc00024577	Francis Lightfoot Lee	http://en.wikipedia.org/wiki/Francis_Lightfoot_Lee	http://viaf.org/16114824/					Male	American
leegeorg00002301	George Lee							Male	English
leehacarol005667	Mrs Caroline Haviland							Female	English
leehenry00024613	Henry Lee		http://viaf.org/64735359/					Male	American
leejames00003914	James Lee		http://viaf.org/88058589/			Gardening-farming		Male	Scottish
leekerober004564	Robert Leeke							Male	English
leenhfrede004892	Fredericus van Leenhof						Clergy	Male	Dutch
leenicol00024556	Nicholas Lee					Trade-merchant		Male	Irish
leericha00024902	Richard Bland Lee		http://viaf.org/60568862/					Male	American
leericha00024903	Richard Henry Lee							Male	American
leesca0000003915	C. Abbitt Lees					Legal		Male	English
leeuwanton004390	Anton van Leeuwenhoek	http://en.wikipedia.org/wiki/Antonie_van_Leeuwenhoek	http://viaf.org/71426018/	Sciences_Natural, Sciences		Trade-merchant		Male	Dutch
lefanalici024033	Alicia LeFanu		http://viaf.org/28202565/	Letters_Literary		Cultural		Female	Irish
lefeblouis023372	Louis François Henri Lefébure		http://viaf.org/27112682/	Letters_Literary				Male	French
lefebmarti004454	Martin Lefebvre de La Roche			Letters_Antiquarian	Government		Clergy	Male	French
lefebnicai025638	Nicaise Le Febvre		http://viaf.org/100199084/	Sciences_Natural		Medical		Male	French
lefevhenri001151	Henri François de Paule Le Fèvre d'Ormesson				Elite, Government			Male	French
lefevlouis002246	Louis François Le Fèvre de Caumartin, marquis de Boissy				Government			Male	French
lefevlouis024182	Louis François de Paule Le Fèvre d'Ormesson de Noiseau		http://viaf.org/14648472/		Government	Legal		Male	French
lefevmadel002247	Madeleine Charlotte Émilie Le Fèvre de Caumartin, marquise de Balleroy				Elite			Female	French
lefevmarie002248	Marie François de Paule Le Fèvre, marquis d'Ormesson				Elite, Government			Male	French
lefevnicol002305	Nicolas Anne Lefèvre de La Faluère					Legal		Male	French
lefevpierr002306	Pierre François Alexandre Lefèvre							Male	French?
lefevre000004804	Sébastien Le Fevre					Medical		Male	French
leffichris024571	Christopher Leffingwell		http://viaf.org/28402844/		Government	Trade-merchant, Artisan		Male	American
leflemicha004098	Sir Michael Le Fleming, baronet				Government			Male	English
leforisaac002249	Isaac Le Fort						Clergy	Male	Swiss
lefortbeau024343	Lefort, Beaumont &amp; Cie					Finance-banking		Group	French
lefoucharl002250	Charles Le Fournière de Bernaville				Government			Male	French
lefoufranc002251	François Gabriel Le Fournier, marquis de Wargemont				Elite, Military			Male	French
lefrajeang023371	Jean Georges Le Franc de Pompignan, archevêque de Vienne						Clergy	Male	French
lefrajeanj002308	Jean Jacques Lefranc, marquis de Pompignan	http://en.wikipedia.org/wiki/Jean-Jacques_Lefranc,_Marquis_de_Pompignan	http://viaf.org/39398799/	Letters, Political economy	Elite, Government	Legal		Male	French
