PeopleID	FullName	WikipediaURL	VIAFURL	KnowledgeNetwork	SocialNetwork	ProfessionalNetwork	ReligiousNetwork	Gender	Nationality
lefrajosep002252	Joseph Jérôme Le Français de Lalande	http://en.wikipedia.org/wiki/Jérôme_Lalande	http://viaf.org/95196947/	Sciences_Mathematical, Sciences				Male	French
legatantoi002155	Antoine Légat de Furcy					Artist		Male	French
legenguill002253	Guillaume Joseph Hyacinthe Jean Baptiste Le Gentil de La Galaisière	http://en.wikipedia.org/wiki/Guillaume_Le_Gentil	http://viaf.org/49263600/	Sciences_Mathematical, Sciences				Male	French
leggegeorg024481	George Legge, 3rd earl of Dartmouth	http://en.wikipedia.org/wiki/George_Legge,_3rd_Earl_of_Dartmouth	http://viaf.org/72134334/					Male	English
leggewilli005602	William Legge, 1st earl of Dartmouth							Male	English
leggewilli024467	William Legge, 2nd earl of Dartmouth	http://en.wikipedia.org/wiki/William_Legge,_2nd_Earl_of_Dartmouth	http://viaf.org/23952858/					Male	English
legier0000002156	— Légier							Male	French?
leglaivedu002254	Mme — Le Glaive Duclos							Female	French
legoubenig023370	Bénigne Legouz de Gerland		http://viaf.org/89151711/	Letters_Literary	Elite			Male	French
legrand000024448	M. — Legrand					Trade-merchant		Male	French
legreen000025510	M. — Le Green			Sciences_Natural				Male	French
leharannel024206	Anne Louise Sophie Le Harivel-Durocher							Female	French
lehayhenri002255	Henrique Marie Françoise Le Hayer Du Perron							Male	French
leibngottf002310	Gottfried Wilhelm Leibniz	http://en.wikipedia.org/wiki/Gottfried_Leibniz	http://viaf.org/9849392/	Letters_Philosophical, Letters_Literary, Sciences_Mathematical				Male	German
leicheckar025317	Eckard Leichner		http://viaf.org/18149492/	Letters_Religious		Medical		Male	German
leidecurat004280	Curators of Leiden University					Academic		Group	Dutch
leightheop002311	Theophilus Leigh					Academic		Male	English
leithampdu004926	Messrs Leith &amp; Duff							Group	unknown
lejayedmej024376	Edme Jean Le Jay					Publishing		Male	French
lejeujacqu002256	Jacques Vincent Delacroix		http://viaf.org/68535/	Letters_Literary		Legal		Male	French
lekaihenri002313	Henri Louis Lekain	http://en.wikipedia.org/wiki/Lekain	http://viaf.org/44405971/			Artist		Male	French
lelanjohn0024255	John Leland		http://viaf.org/14849374/	Letters_Literary, Letters_Antiquarian		Artist		Male	English
lemaignen0023369	M. — Le Maignen							Male	French
lemaijeanb023367	Jean Bénédict Lemaistre							Male	Swiss
lemaistre0023368	M. — Lemaistre					Legal		Male	French
lemarfranc023919	François Le Marchand					Publishing		Male	French
lemerlouis023366	Louis Jean Népomucène Lemercier	http://en.wikipedia.org/wiki/Népomucène_Lemercier	http://viaf.org/2473387/	Letters_Literary		Cultural		Male	French
lemernicol025487	Nicolas Lémery	http://en.wikipedia.org/wiki/Nicolas_Lemery	http://viaf.org/44301671/	Sciences_Natural		Medical	Protestant_Non-Anglican_Calvinist	Male	French
lemieantoi002259	Antoine Marin Lemierre			Letters_Literary		Artist, Cultural		Male	French
lemirnoel0023365	Noël Le Mire		http://viaf.org/43516/			Artist		Male	French
lemoncharl025235	Sir Charles Lemon, 2nd baronet							Male	English
lemonguill023364	Guillaume Antoine Le Monnier		http://viaf.org/66600015/	Letters_Literary			Clergy	Male	French
lemoyjacqu004489	Jacques Louis Lemoyne							Male	French?
lemoynicol002260	Nicolas Toussaint Le Moyne des Essarts		http://viaf.org/19716827/	Letters_Literary, Letters_Antiquarian		Legal		Male	French
lenfabruno023679	Bruno Louis de Lenfant de La Patrière, baron de Bormes				Government			Male	French
lenfapeter024596	Peter Charles L'Enfant	http://en.wikipedia.org/wiki/Pierre_Charles_L'Enfant	http://viaf.org/10792459/	Sciences_Mathematical		Other, Architecture		Male	American
lenglnicol002315	Nicolas Lenglet Du Fresnoy		http://viaf.org/100003543/	Letters_Literary, Letters_Philosophical				Male	French
lenietouss023363	Toussaint Pierre Lenieps					Finance-banking		Male	Swiss
lennocharl002317	Charles Lennox, 2nd duke of Richmond	http://en.wikipedia.org/wiki/Charles_Lennox,_2nd_Duke_of_Richmond	http://viaf.org/51680456/		Military, Government			Male	Scottish
lennocharl024313	Charles Lennox, 3rd duke of Richmond	http://en.wikipedia.org/wiki/Charles_Lennox,_3rd_Duke_of_Richmond	http://viaf.org/4918690/		Government			Male	English
lennogeorg004631	Lord George Lennox				Military, Government			Male	English
lenoijeanc002318	Jean Charles Pierre Le Noir		http://viaf.org/14869090/					Male	French
lenorcharl002262	Charles François Le Normant de Tournehem					Finance-banking		Male	French
lenorcharl002263	Charles Guillaume Le Normant d'Etioles							Male	French?
lenorf0000024391	F. Lenormand					Legal		Male	French
lenorjean0023362	Jean Lenormant							Female	French
lenorjeann002264	Jeanne Antoinette Le Normant d'Etioles, marquise de Pompadour	http://en.wikipedia.org/wiki/Madame_de_Pompadour	http://viaf.org/56628259/		Elite, Government			Female	French
lenormarie023361	Marie Charlotte Claudine Lenormant							Female	unknown
lenturober003485	Robert Scipio von Lentulus							Male	Swiss
leonapierr002157	Pierre Léonard						Clergy	Male	French
leopocarlg024530	Carl Gustaf af Leopold		http://viaf.org/56876741/	Letters_Literary		Artist, Cultural		Male	Swedish
lepelclaud002267	Claude Le Pelletier			Letters_Literary, Letters_Religious				Male	French
lepelfranc024584	Françoise Louise Le Peletier, marquise de La Mothe-Fénelon				Elite			Female	French
lepellouis002268	Louis Le Peletier de Morfontaine, marquis de Montmélian				Government	Legal		Male	French
lepetcyril002269	Cyrille Le Petit						Clergy, Protestant_Non-Anglican_Calvinist	Male	French
lepetjeanj023360	Jean Jacques Lepetit		http://viaf.org/103017147/			Publishing		Male	French
lepinjeana002159	Jean Antoine Lépine					Artisan		Male	French
lepripierr002271	Pierre Alexandre Le Prieur					Publishing		Male	French
leprotti00002319	Antonio Leprotti		http://viaf.org/77098577/	Letters_Philosophical, Sciences_Medicine	Elite	Medical	Clergy	Male	Italian
leray00000024313	abbé — Le Ray						Clergy	Male	French
lerayjacqu002272	Jacques Donatien Le Ray de Chaumont					Finance-banking		Male	French
lerbesigmu023991	Sigmund Ludwig Lerber		http://viaf.org/69294274/	Letters_Antiquarian		Academic, Legal		Male	Swiss
lerebmarie023359	Marie Angélique Le Rebours			Letters_Literary				Female	French
leresjeanp002273	Jean Pierre Le Resche			Letters, Letters_Religious			Clergy	Male	Swiss
lericalexa002274	Alexandre Jean Joseph Le Riche de La Popelinière			Letters_Literary	Elite	Finance-banking		Male	French
lericfranc002320	François Louis Henri Leriche				Government			Male	French
lerigjeanf002160	Jean François Lériget de La Faye	http://en.wikipedia.org/wiki/Jean-François_Leriget_de_La_Faye	http://viaf.org/66458578/					Male	French
lerisclair002161	Claire Josèphe Hippolyte Léris de Latude	http://en.wikipedia.org/wiki/La_Clairon	http://viaf.org/95241722/			Artist		Female	French
leronjean0002275	Jean Le Rond d'Alembert	http://en.wikipedia.org/wiki/Jean_le_Rond_d'Alembert	http://viaf.org/46756283/	Letters_Philosophical, Sciences_Mathematical				Male	French
leroumiche002276	Michel Ange André Le Roux Deshauterayes		http://viaf.org/7417892/	Letters_Literary, Letters_Antiquarian				Male	French
leroycharl002277	Charles Georges Le Roy				Court, Government			Male	French
leroydesal002321	— Leroy de Saltonaille							Male	Swiss?
leroyfelix002278	Félix François Le Royer d'Artezet de La Sauvagère		http://viaf.org/34755503/	Letters_Literary, Letters_Antiquarian	Military	Other		Male	French
leroyhenri004277	Henri Le Roy	http://en.wikipedia.org/wiki/Henricus_Regius	http://viaf.org/14923753/			Medical		Male	Dutch
leroyjeanb002322	Jean Baptiste Leroy			Sciences				Male	French
leroyjulie023358	Julien David Leroy	http://en.wikipedia.org/wiki/Julien-David_Le_Roy	http://viaf.org/73964571/	Letters_Antiquarian				Male	French
lesagfranc025435	François Le Sage				Elite			Male	French
lesaggeorg002323	Georges Louis Le Sage, fils	http://en.wikipedia.org/wiki/Georges-Louis_Le_Sage	http://viaf.org/17542949/	Sciences_Mathematical, Sciences				Male	Swiss
lesagpierr025640	Pierre Le Sage					Trade-merchant		Male	French
lescujeanf023995	Jean François Lescuyer					Legal		Male	French
leslialexa002325	Rev. Alexander Leslie						Clergy, Protestant_Non-Anglican_Presbyterian	Male	Scottish
leslialexa024514	Alexander Leslie, Lord Balgonie							Male	Scottish
leslidavid002327	David Leslie, 6th earl of Leven							Male	Scottish
lespagnol0003669	M. — L'Espagnol							Male	unknown
lespijeann001102	Jeanne Julie Éléonore de L'Espinasse							Female	French
lesprit000024518	— L'Esprit							Male	unknown
lessigotth002331	Gotthold Ephraim Lessing	http://en.wikipedia.org/wiki/Gotthold_Ephraim_Lessing	http://viaf.org/9849550/	Letters_Literary		Artist, Cultural		Male	German
lesueandre023945	André François Robert Le Sueur					Domestic		Male	French
lesuirober002333	Robert Martin Lesuire		http://viaf.org/22144831/	Letters_Literary	Court			Male	French
letelamabl002279	Amable Emilie Le Tellier de Souvré, comtesse de Saint-Hérem				Elite			Female	French
letellouis002281	Louis Charles César Le Tellier, duc d'Estrées	http://en.wikipedia.org/wiki/Louis_Charles_César_Le_Tellier	http://viaf.org/165934/		Military			Male	French
lethiandre002336	André Lethinois					Legal		Male	French
letonelisa002282	Élisabeth Théodose Le Tonnelier de Breteuil		http://viaf.org/12299640/		Government			Male	French
letongabri002283	Gabrielle Émilie Le Tonnelier de Breteuil, marquise Du Châtelet-Lomont			Sciences_Mathematical, Sciences	Elite			Female	French
letonlouis002284	Louis Charles Auguste Le Tonnelier de Breteuil, baron de Preuilly				Elite, Government			Male	French
letonlouis002285	Louis Nicolas Le Tonnelier de Breteuil, baron de Preuilly				Government, Elite, Court			Male	French
letoupierr002286	Pierre Prime Félicien Le Tourneur		http://viaf.org/49227979/	Letters_Literary				Male	French
lettsjohnc003917	John Coakley Lettsom		http://viaf.org/49990442/		Elite	Medical		Male	English
leusdjohan025701	Johannes Leusden	http://en.wikipedia.org/wiki/Johann_Leusden	http://viaf.org/27048598/	Letters_Religious, Letters_Antiquarian		Academic		Male	Dutch
levache000023355	M. — Levaché							Male	unknown
levaillant002287	Mme — Le Vaillant			Letters_Literary, Letters_Philosophical				Female	French
levallouis025477	Louis Le Valois d'Escoville				Court, Military			Male	French
levasmarie022969	Marie Thérèse Levasseur		http://viaf.org/8182563/	Letters_Philosophical				Female	French
levasmarie023354	Marie Levasseur				Government			Female	French
levayjeanf002288	Jean François Le Vayer		http://viaf.org/264805859/	Letters_Literary		Legal		Male	French
levebsimon023353	Simon Lefebvre					Legal		Male	French
leveilouis002289	Louis Guillaume Le Veillard			Political economy				Male	French
leverjohn0025436	John Leverett	http://en.wikipedia.org/wiki/John_Leverett	http://viaf.org/12739377/		Military, Elite, Government			Male	American
levesgerar002163	Gérard Lévesque de Champeaux, vicomte de Verneuil			Letters_Literary, Letters		Cultural		Male	French
levesgranv024314	Granville Leveson-Gower, 1st marquess of Stafford				Elite, Government			Male	English
levesjean0002164	Jean Lévesque de Burigny	http://en.wikipedia.org/wiki/Jean_Lévesque_de_Burigny	http://viaf.org/36965930/	Letters_Literary, Letters				Male	French
levesjeans024195	Jean Simon Lévesque de Pouilly		http://viaf.org/249621/					Male	French
leveslouis002165	Louis Jean Lévesque de Pouilly	http://en.wikipedia.org/wiki/Louis-Jean_Lévesque_de_Pouilly	http://viaf.org/66508750/	Letters, Letters_Literary, Letters_Antiquarian				Male	French
levespierr002166	Pierre Alexandre Lévesque de La Ravalière		http://viaf.org/22239403/	Letters_Antiquarian				Male	French
leveulouis002337	Louis Antoine Leveux Du Noquet				Government			Male	French
lewenadaml000032	Rigsgreve Adam Lewenhaupt							Male	Swedish
lewiserasm003671	Erasmus Lewis							Male	English
lewisgeorg003672	Rev. George Lewis						Clergy	Male	English
lewisgeorg024436	George Lewis					Artisan, Finance-banking		Male	English
lewisl0000024378	L. Lewis					Publishing		Male	English
leyraud000025766	— Leyraud							Male	French
lhuilmarie002168	Marie François L'Huillier d'Orville de Marigny					Legal		Male	French
li00000000024330	I. L.					Domestic		Male	French
librachamb024429	Chambre syndicale de la Librairie					Trade-merchant		Group	French
libraoffic024814	officiers de la Chambre syndicale de la Librairie de Paris					Trade-merchant		Group	French
librasyndi024393	syndics et adjoints de la Librairie					Trade-merchant		Group	French
librasyndi024842	syndic et adjoints de la Librairie de Paris					Trade-merchant		Group	French
licencerof024808	Licencer of Plays							Male	English
lichtmarie002692	Marie Françoise Xavière de Lichtenstein, princesse de Ligne				Elite, Government			Female	Austrian
liddehenry002341	Sir Henry Liddell, 3rd baronet							Male	English
lidderober002342	Robert Liddell					Trade-merchant, Finance-banking		Male	English
lidenjohan023352	Johan Henrik Lidén		http://viaf.org/52045001/	Letters_Literary, Letters_Antiquarian		Cultural		Male	Swedish
lightstaff005630	Rev. Stafford Lightburne						Clergy	Male	Irish
lignielisa004480	Élisabeth Charlotte de Ligniville d'Autricourt							Female	French
lignimathi004484	Mathieu Joseph de Ligniville, vicomte de Ligniville					Maritime		Male	French
ligotetien024198	Étienne Paul Ligot							Male	French?
lilburicha004805	Richard Lilburne				Elite, Government			Male	English
lillicharl005361	Charles Lillie					Artisan, Publishing		Male	English
lilliput00024424	Prince of Lilliput [Jonathan Swift, Irish poet, satirist]							Male	Irish
limbofranc004806	Francis Limborch					Trade-merchant		Male	Dutch
limbophili003403	Philippus van Limborch	http://en.wikipedia.org/wiki/Philipp_van_Limborch	http://viaf.org/34484758/	Letters_Literary, Letters_Religious				Male	Dutch
limongeoff001711	Geoffroy de Limon, marquis de Limon		http://viaf.org/5026137/		Elite			Male	French?
linanjean0001103	Jean de Linant					Artist, Academic		Male	French
linanmiche002344	Michel Linant			Letters_Literary		Artist, Cultural		Male	French
lincobenja024604	Benjamin Lincoln	http://en.wikipedia.org/wiki/Benjamin_Lincoln	http://viaf.org/10656270/	Political economy	Military, Government			Male	American
lincolncou025036	Lincoln County, Maine, state Representatives							Group	American
lincotreas024848	treasurer and benchers of Lincolns Inn							Group	English
lindannel0003919	Ann Elizabeth Lind					Medical		Female	English
lindeandre002346	Andrew Lindegren					Trade-merchant		Male	English
lindenou00025511	M. — Lindenou							Male	Danish
lindjames0004632	James Lind		http://viaf.org/50384484/	Sciences_Mathematical, Sciences		Medical		Male	Scottish
lindjohn00003920	John Lind			Letters_Literary, Political economy				Male	English
lindlaeti0003921	Laetitia Lind							Female	English
lindsjames002349	James Lindsay, 5th earl of Balcarres	http://en.wikipedia.org/wiki/James_Lindsay,_5th_Earl_of_Balcarres	http://viaf.org/39227280/					Male	Scottish
lindsthoma005463	Thomas Lindsay, archbishop of Armagh						Clergy	Male	English
lindswilli024741	William Lindsay				Government	Trade-merchant		Male	American
lingusimon002350	Simon Nicolas Henri Linguet	http://en.wikipedia.org/wiki/Simon-Nicholas_Henri_Linguet	http://viaf.org/7393445/	Letters_Literary, Political economy, Political economy		Cultural		Male	French
linigirol0025778	Girolamo Michiel Lini				Government	Legal		Male	Italian
linlethoma005212	Thomas Linley		http://viaf.org/37107056/			Artist, Cultural		Male	English
linley0000024661	Mrs Mary Linley					Artist		Female	English
linnacarl0002351	Carl Linnaeus	http://en.wikipedia.org/wiki/Carl_Linnaeus	http://viaf.org/34594730/	Sciences_Natural, Sciences				Male	Swedish
linnwilli0024742	William Linn		http://viaf.org/61929663/				Clergy	Male	American
lintoberna005012	Bernard Lintot	http://en.wikipedia.org/wiki/Barnaby_Bernard_Lintot	http://viaf.org/34509981/			Publishing		Male	English
